,positive_review,review
789,1,rice nice crunchy texture kid love nutty flavor served side lot different dish fish chicken pork great new flavor meal also good placed sandwich wrap
790,1,first bought ease thirst flu continued drink quench thirst refresh like shower finished dark drink job
791,1,funny fun movie really lift spirit wholesome family fun
792,1,really enjoyed watching movie great price
793,1,entertaining movie great family entertainment
794,1,product perfect quick cleanup kitchen bathroom used regularly reliable
795,1,moisturizer helped make skin feel smooth make skin feel heavy applied received lot compliment bright young refreshed skin looked made feel better every morning looking mirror feeling great recommending product family friend review collected part promotion
796,1,easy clean small kid mess smell clean
797,1,great movie fun age happy ending animation fantastic voice funny
798,1,love cereal family
799,1,got product influenster free try switching product use conditioner hair usually knot bother using earlier today end knot hair left hair super soft washing shower hair felt really clean clean mean greasy soft clean soft review collected part promotion
800,1,received free influenster testing purpose used line week love product cause make hair super soft smell good leave minute review collected part promotion
801,1,great everything safe easy use recommend product review collected part promotion
