,label,review
450,1,delicious burger shop dhanmondi
451,1,honestly good service unbelievable cheese beef burger wow
452,1,better food
453,1,one best burger hous dhanmondi shimanto square price amazing best food quality
454,1,quality main reason love burger shop
455,1,great burger long time chicken cheese extra spicy world thank captain cook
456,1,one best burger shop town must say best environment enjoy friend family burger super delicious best wish captain cook
457,1,best one
458,1,awesome food nice environment tasted every burger captain cook tasted delicious stuff fast deliver food go
459,1,right best burger shop dhanmondhi specially student
460,1,goop food
461,1,good place satisfying meal food tasty service amazing price reasonable rating
462,1,good place satisfying meal food tasty service amazing price reasonable visit soon sha allah
463,1,could give star would went today late lunch famished ordered set menu pasta basta delight pasta oven baked right served delight yet amount enough fill hungry stomach amazing
464,1,great restaurant nice behaviour
465,1,double quarter pounder burger tasty hungry budget want good bite burger right place
466,1,one best fast food sector hope keep quality high
467,1,best bbq rice burger bangladesh burger juicy super tasty must try burger barbecue radiation beef say cheese chicken ingredient burger perfectly blended literally grow addiction towards burger finally recommend place burger lover try life remain incomplete
468,1,wonderful restaurant wonderful food quality captain cook one best
469,1,one best foodcourt restaurant dhaka bangladesh beautiful weather
470,1,simply best burger taste price environment service behavior satisfactory good enough others
471,0,worst place ever common place eve teaser girl visit risk u might harassed incompetent staff watching
472,0,worst place ever since common place eve teaser girl visit risk u might harassed ignorant staff give preference frequent visitor jerk
473,0,one worst food ever eat whole life better go horrible place eat
474,0,extremely bad chow mein good ramadan food absolutely horrible
475,0,aikhankar staff ra customer der harassment kore go also staff brings eve teaser friend low life teaser keep harassing girl absolutely safe place girl
476,0,risky place girl eve teaser openly tease employee utter word place avoided ensure safety
477,0,breeding ground eve teaser girl steer clear place guy also ignore place cannot ensure people safety
478,0,hate place support eve teaser rather supporting victim girl avoid place must
479,0,disgusting environment filled creep staff anything safe place woman shit momos
480,0,girl careful visit yo momos u face eve teaser come forward give u support shame yo momos
481,0,place host potential rapist eve teaser
482,0,creepy people harass girl inside restaurant concern take step worst ever
483,0,know well getting one star
484,0,price quite higher service absolutely poor delivery time bullshit
485,1,awesome food reasonable price
486,1,value money good food include item
487,1,amusing food place service ok price accurate
488,0,wari food lounge food bad servise bad
489,1,brand insha allah one
490,1,day left enjoying delicious various food wari food lounge miss chance
491,1,eagerly waiting mouthwatering delicious importantly hygiene maintained quality food keep going best luck
492,1,eagerly waiting grand opening best luck
493,1,good restaurant food delicious yummy friendly environment cordial hospitality
494,1,decoration restaurant nice liked pasta basta yamme
495,1,new restaurant hospitality great food taste awesome
496,1,one word awesome environment decoration hospitality alhamdulillah
497,1,test food nice display
498,1,awesome
499,1,chicken burger awesome love taste everyday
500,1,really good take service much better
501,0,disappointed food center ordered burger lemon soda burger okay enough lemon soda way disgusting simply salty saline even requested ask mistake check said make lemon soda trust pissed worst lemon soda ever
502,0,unhygienic environment poor customer service please go
503,1,tast behave good self service especially burger
504,1,good
505,1,food quality good price good environment ok service good
506,1,one best burger pizza allo porata awesome
507,1,best burger town especially alif burger ta
508,1,crispy chicken burger ummm man yummy tk superb
509,1,high
510,0,pizza fucking horrible could call thing pizza
511,1,much awesome taste best keep going regular consumer
